CaseID,Description,Resource Allocation Strategy,Throughput Maximization Outcome,Load Balancing Outcome,Optimization Label,idx
00857,Public transportation hub with predictable usage spikes.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,56.0
00858,Hospital with critical health monitoring devices.,Healthcare-Priority Allocation,Very High,Balanced,RealTimeOptimization,57.0
00859,Isolated village with a small local community.,Community-Centric Allocation,Low,Unbalanced,CommunityCentricOptimization,58.0
00860,"Mixed-use urban zone combining residential, commercial, and entertainment spaces.",MixedUseOptimization,Very High,Balanced,MixedUseOptimization,59.0
00861,A major hospital with critical telemedicine applications.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,60.0
00862,Off-peak residential area with minimal usage.,Fixed Bandwidth Allocation,Low,Unbalanced,StaticSpectrumOptimization,61.0
00863,Education campus with multiple wireless classrooms and high student density.,Adaptive Resource Allocation with Student Occupancy Tracking,High,Balanced,RealTimeOptimization,62.0
00864,High-rise urban complex with dense usage and multiple demand areas.,Multi-layered Allocation,Very High,Balanced,UrbanHighRiseOptimization,63.0
00865,Urban area with a central park and surrounding office and residential buildings.,Green Space Optimization,Medium,Balanced,GreenSpaceOptimization,64.0
00866,Seasonal agricultural region with periodic high demand for connectivity.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,65.0
00867,Financial district with high-frequency trading activities.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,66.0
00868,Public transport hub with high and variable usage.,Transit-Priority Allocation,High,Balanced,RealTimeOptimization,67.0
00869,Low-population rural area with essential services.,Minimum Requirement Allocation,Very Low,Unbalanced,EssentialServicesOptimization,68.0
00870,Urban district with high-rise buildings and dense usage patterns with multiple access points.,MixedUseOptimization,High,Balanced,MixedUseOptimization,69.0
00871,A government building with high-security communications.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,70.0
00872,Educational institution with high evening usage due to student activities.,Fixed Bandwidth Allocation,High,Balanced,StaticSpectrumOptimization,71.0
00873,Industrial zone with numerous sensors and real-time control systems.,Priority-based Allocation with Sensor Data Analysis,Very High,Balanced,RealTimeOptimization,72.0
00874,Tourist destination with seasonal usage peaks.,Temporal Dynamic Allocation,Medium,Balanced,SeasonalTouristOptimization,73.0
00875,Industrial area with factories and a residential zone nearby.,Priority Allocation for Industry,High,Unbalanced,IndustryPriorityOptimization,74.0
00876,Shopping mall with multiple retailers and high foot traffic.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,75.0
00877,Sports complex with events scheduled during weekends.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,76.0
00878,Airport with frequent high-demand communication periods.,Airport-Priority Allocation,Very High,Balanced,RealTimeOptimization,77.0
00879,Rural area with sporadic connectivity due to natural barriers.,Geographical Mapping,Medium,Balanced,GeographicalMappingOptimization,78.0
00880,Waterfront area with tourist attractions and commercial activities.,MixedUseOptimization,High,Balanced,MixedUseOptimization,79.0
00881,A tech park with a high concentration of IoT devices.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,80.0
00882,Shopping mall with peak usage during holiday seasons.,Fixed Bandwidth Allocation,Very High,Balanced,StaticSpectrumOptimization,81.0
00883,Residential area with smart homes and real-time entertainment streaming.,Dynamic Spectrum Allocation with User Preference Learning,Medium,Balanced,RealTimeOptimization,82.0
00884,Coastal area with high usage due to tourism and events.,Event-based Dynamic Allocation,High,Balanced,CoastalTourismOptimization,83.0
00885,Suburban area with a mix of residential homes and small businesses.,Flexible Allocation,Low,Balanced,FlexibleResourceOptimization,84.0
00886,Financial district with numerous high-value transactions.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,85.0
00887,Cultural center with recurring events and peak audience attendance.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,86.0
00888,Shopping mall with peak shopping hours and e-commerce logistics.,E-commerce-Dynamic Allocation,Very High,Unbalanced,RealTimeOptimization,87.0
00889,Region with rural educational institutions.,School-Centric Allocation,Low,Balanced,EducationFacilitationOptimization,88.0
00890,Historical city center with cultural significance and seasonal tourism spikes.,MixedUseOptimization,Medium,Balanced,MixedUseOptimization,89.0
00891,A smart city with integrated IoT and connected vehicles.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,90.0
00892,Suburban area with consistent low usage except for weekends.,Fixed Bandwidth Allocation,Low,Balanced,StaticSpectrumOptimization,91.0
00893,Transportation hub with multiple connectivity demands from vehicles and pedestrians.,Priority-based Allocation with Traffic Flow Optimization,Very High,Balanced,RealTimeOptimization,92.0
00894,Rural area with growing telehealth services demand.,Service-based Allocation,Medium,Unbalanced,RuralTelehealthOptimization,93.0
00895,Downtown area with constant heavy traffic and mixed commercial and residential use.,Traffic-aware Allocation,Very High,Unbalanced,TrafficAwareOptimization,94.0
00896,Waterfront area with tourist activities and a large marina.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,95.0
00897,Educational campus with uniform demand across classrooms and study areas.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,96.0
00898,Smart city infrastructure with IoT sensors.,SmartCity-Priority Allocation,Very High,Balanced,RealTimeOptimization,97.0
00899,Coastal region with tourist-based economy.,Tourism-Centric Allocation,Medium,Balanced,TourismOptimization,98.0
00900,Mixed residential and commercial area with nightlife activities affecting network load.,MixedUseOptimization,High,Balanced,MixedUseOptimization,99.0
00901,Urban area with high user density and varied usage patterns.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,0.0
00902,"Suburban area with moderate usage, peak during evenings.",Static Spectrum Allocation,Medium,Unbalanced,StaticSpectrumOptimization,1.0
00903,Industrial area with critical real-time monitoring needs.,Priority-based Allocation,Very High,Balanced,RealTimeOptimization,2.0
00904,Rural area with low density and low usage.,Low Priority Allocation,Low,Unbalanced,RuralOptimization,3.0
00905,Mixed-use area with varying high-demand sectors.,Adaptive Resource Allocation,High,Balanced,MixedUseOptimization,4.0
00906,City center with high-rise buildings causing signal reflections.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,5.0
00907,Urban center with consistent traffic patterns.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,6.0
00908,Heavy industrial zone with critical IoT devices.,Priority-based Real-time Allocation,Very High,Balanced,RealTimeOptimization,7.0
00909,Small town with seasonal tourist traffic.,Dynamic Bandwidth Allocation,Medium,Balanced,DynamicBandwidthOptimization,8.0
00910,Downtown commercial district with high foot traffic and diverse service requirements.,MixedUseOptimization,High,Balanced,MixedUseOptimization,9.0
00911,A downtown area with high-rise buildings causing signal reflection.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,10.0
00912,Residential area with sporadic high demand during weekends.,Fixed Bandwidth Allocation,Medium,Balanced,StaticSpectrumOptimization,11.0
00913,Factory floor with automated machinery and real-time communication needs.,Priority-based Allocation with Machine Learning Prediction,Very High,Balanced,RealTimeOptimization,12.0
00914,Urban area with high user density and varied usage patterns.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,13.0
00915,Commercial district with high-rise office buildings and retail spaces.,Segmented Resource Allocation,High,Balanced,SegmentedSectorOptimization,14.0
00916,Small town with low population but hosting a major sports event.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,15.0
00917,Commercial area with steady demand throughout the day.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,16.0
00918,High-density event area with sporadic usage.,Dynamic Spectrum Allocation,High,Unbalanced,RealTimeOptimization,17.0
00919,Remote agricultural area with low population.,Minimal Bandwidth Allocation,Low,Unbalanced,AgriculturalAreaOptimization,18.0
00920,Residential area near a university campus with high data demand during exam periods.,MixedUseOptimization,Medium,Balanced,MixedUseOptimization,19.0
00921,A stadium with varying crowd density during events.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,20.0
00922,Financial district with consistent high traffic during work hours.,Fixed Bandwidth Allocation,Very High,Balanced,StaticSpectrumOptimization,21.0
00923,Healthcare facility with critical patient monitoring systems.,Priority-based Allocation with Real-time Traffic Analysis,Very High,Balanced,RealTimeOptimization,22.0
00924,"Suburban area with moderate usage, peak during evenings.",Static Spectrum Allocation,Medium,Unbalanced,StaticSpectrumOptimization,23.0
00925,"Neighborhood with schools, clinics, and apartment buildings.",Service-based Allocation,Medium,Unbalanced,ServicePriorityOptimization,24.0
00926,Industrial district with multiple high-bandwidth applications.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,25.0
00927,High-rise residential area with consistent peak times.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,26.0
00928,Disaster-affected area with emergency communication needs.,Emergency-Priority Allocation,Very High,Balanced,RealTimeOptimization,27.0
00929,Countryside with intermittent usage.,Predictive Allocation,Medium,Balanced,PredictiveOptimization,28.0
00930,Areas close to airports with significant data transmission requirements for both commercial and personal use.,MixedUseOptimization,Very High,Balanced,MixedUseOptimization,29.0
00931,A financial district with numerous high-speed data requirements.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,30.0
00932,Campus area with fluctuating usage between classes.,Fixed Bandwidth Allocation,High,Unbalanced,StaticSpectrumOptimization,31.0
00933,Smart city district with IoT devices generating continuous data.,Adaptive Resource Allocation with Predictive Analytics,High,Balanced,RealTimeOptimization,32.0
00934,Industrial area with critical real-time monitoring needs.,Priority-based Allocation,Very High,Balanced,RealTimeOptimization,33.0
00935,Residential area with sports facilities and local government buildings.,Event-based Allocation,Medium,Balanced,EventSchedulingOptimization,34.0
00936,"Dense urban area with a mix of commercial, residential, and government buildings.",Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,35.0
00937,Industrial zone with regular heavy usage in mornings.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,36.0
00938,Military base with constant and critical communication.,Military-Priority Allocation,Very High,Balanced,RealTimeOptimization,37.0
00939,Hilly terrain with challenging topography.,Mobility Optimization,Low,Unbalanced,TopographicalChallengesOptimization,38.0
